Cidade;Escola;Questao;Resposta;Respondente;AnoDaAvaliacao
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Educação em Tempo Integral - Escola da Autoria - Ensino Médio;Não;Diretores;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Ensino Médio Inovador/ Integral Integrado;Não;Avaliadores externos;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Ensino Médio Inovador/ Integral Integrado;Não;Diretores;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Ensino Médio Inovador/Carga horária ampliada para 6º Tempo;Sim;Avaliadores externos;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Ensino Médio Inovador/Carga horária ampliada para 6º Tempo;Sim;Diretores;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Essa unidade escolar possui extensão;Sim;Avaliadores externos;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Essa unidade escolar possui extensão;Sim;Diretores;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Estudante Público da Educação Especial;Sim;Avaliadores externos;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Estudante Público da Educação Especial;Sim;Diretores;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Grêmio Estudantil;Sim;Avaliadores externos;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Grêmio Estudantil;Sim;Diretores;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Laboratório(s) Científico(s);Não;Avaliadores externos;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Laboratório(s) Científico(s);Não;Diretores;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Laboratório(s) para prática da Educação Profissional;Não;Avaliadores externos;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Laboratório(s) para prática da Educação Profissional;Não;Diretores;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Livro de incineração;Não;Avaliadores externos;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Livro de incineração;Não;Diretores;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Livro tombo;Não;Avaliadores externos;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Livro tombo;Não;Diretores;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Mais Educação/Ensino em Tempo Integral - EF;Não;Avaliadores externos;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Mais Educação/Ensino em Tempo Integral - EF;Não;Diretores;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Missão;;Avaliadores externos;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Missão;Desenvolver nos educandos:\n\nAprender a ser\n\nAprender a conviver\n\nAprender a fazer\n\nAprender a conhecer e garantir o acesso, a permanência e a efetiva aprendizagem do educando.\n\nDesenvolver no educando a formação ética, cultural e política, para que possa construir o seu saber, exercer sua cidadania e obter progressão no trabalho e na vida.\n\nPor fim, o Projeto Político Pedagógico não deve ser visto como algo acabado e concluído, que requer apenas ser executado, mas como um processo incluso, uma etapa em direção aos desafios e finalidades, estabelecidos como horizonte da escola. Ele contém os princípios norteadores, tanto do ponto de vista dos valores éticos quanto aos pressupostos teóricos e das práticas pedagógicas gerais e específicos, que apoiam a organização curricular e a condução do trabalho em sala de aula.;Diretores;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Organização do arquivo escolar (com a verificação, aleatória, das pastas dos diversos segmentos da escola);;Diretores;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Organização do arquivo escolar (com a verificação, aleatória, das pastas dos diversos segmentos da escola);Sim;Avaliadores externos;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Plano de Desenvolvimento da Escola;;Diretores;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Plano de Desenvolvimento da Escola;Sim;Avaliadores externos;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Professores com Formação Superior que atuam em sala de aula;39;Avaliadores externos;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Professores com Formação Superior que atuam em sala de aula;39;Diretores;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Professores convocados que atuam em sala de aula;19;Avaliadores externos;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Professores convocados que atuam em sala de aula;24;Diretores;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Professores efetivos que atuam em sala de aula;15;Diretores;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Professores efetivos que atuam em sala de aula;20;Avaliadores externos;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Professores efetivos readaptados;1;Avaliadores externos;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Professores efetivos readaptados;1;Diretores;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Professores habilitados para a área que atuam;39;Avaliadores externos;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Professores habilitados para a área que atuam;39;Diretores;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Professores habilitados para a área que atuam e complementam carga horária fora da área de habilitação;0;Avaliadores externos;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Professores habilitados para a área que atuam e complementam carga horária fora da área de habilitação;5;Diretores;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Professores não habilitados para a área que atuam;0;Avaliadores externos;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Professores não habilitados para a área que atuam;0;Diretores;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Professores sem Formação Superior que atuam em sala de aula;0;Avaliadores externos;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Professores sem Formação Superior que atuam em sala de aula;0;Diretores;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Projeto AJA - Avanço do Jovem na Aprendizagem;Não;Avaliadores externos;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Projeto AJA - Avanço do Jovem na Aprendizagem;Não;Diretores;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Projeto Aprendizagem por Autoria - Ensino Fundamental;Não;Avaliadores externos;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Projeto Aprendizagem por Autoria - Ensino Fundamental;Não;Diretores;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Projeto Político-Pedagógico / Proposta Pedagógica;Sim;Avaliadores externos;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Projeto Político-Pedagógico / Proposta Pedagógica;Sim;Diretores;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Quadra de Esportes;Sim;Avaliadores externos;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Quadra de Esportes;Sim;Diretores;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Quantas extensões;2;Avaliadores externos;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Quantas extensões;2;Diretores;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Quantos estudantes da escola utilizam o transporte escolar público;245;Diretores;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Quantos estudantes da escola utilizam o transporte escolar público;264;Avaliadores externos;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Quantos estudantes estão matriculados na(s) extensão(ões);245;Diretores;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Quantos estudantes estão matriculados na(s) extensão(ões);264;Avaliadores externos;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Referencial Curricular;Sim;Avaliadores externos;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Referencial Curricular;Sim;Diretores;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Regimento Escolar;Sim;Avaliadores externos;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Regimento Escolar;Sim;Diretores;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Registros do aproveitamento dos dados coletados na Avaliação Institucional Interna para melhoria dos trabalhos desenvolvidos por todos os segmentos da escola;Não;Diretores;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Registros do aproveitamento dos dados coletados na Avaliação Institucional Interna para melhoria dos trabalhos desenvolvidos por todos os segmentos da escola;Sim;Avaliadores externos;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Relatório de Avaliação Institucional Interna;Sim;Avaliadores externos;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Relatório de Avaliação Institucional Interna;Sim;Diretores;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Sala da Coordenação Pedagógica;Sim;Avaliadores externos;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Sala da Coordenação Pedagógica;Sim;Diretores;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Sala da Direção;Sim;Avaliadores externos;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Sala da Direção;Sim;Diretores;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Sala de Professores;Sim;Avaliadores externos;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Sala de Professores;Sim;Diretores;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Sala de Recurso Multifuncional;Não;Avaliadores externos;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Sala de Recurso Multifuncional;Não;Diretores;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Sala de Tecnologia/Informática;Sim;Avaliadores externos;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Sala de Tecnologia/Informática;Sim;Diretores;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Secretaria Escolar;Sim;Avaliadores externos;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Secretaria Escolar;Sim;Diretores;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Valores;;Avaliadores externos;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Valores;"Acreditamos que a educação é dever da família e do Estado, devendo ser  inspirada nos princípios de liberdade e nos ideais de solidariedade humana, tendo por finalidade o pleno desenvolvimento do educando, seu preparo para o exercício da cidadania e sua qualificação para o trabalho, buscando formar cidadãos com identidade própria baseada nos valores da verdade, da justiça, da amizade, do respeito, da solidariedade, da competência e da integridade para que todos os estudantes possam aprender e ter sucesso; Que a busca de excelência é uma tarefa fundamental e inesgotável, que a escola deve pautar-se pelos valores éticos de honestidade, respeito mútuo, integridade, comprometimento, inovação, criatividade e criticidade.";Diretores;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Visão;;Avaliadores externos;2018
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Visão;A escola precisa ser um espaço de colaboração, de compromisso forte, compartilhado, de dedicação, de responsabilidade coletiva e de um senso especial de orgulho pela instituição. Uma escola dinâmica, integrada e comprometida com a formação de cidadãos plenos, críticos, éticos e conscientes. Espaço de transmissão sistemática do saber historicamente acumulada pela sociedade, com o objetivo de formar os indivíduos, capacitando-os a participar como agentes na construção dessa sociedade.;Diretores;2018
CORUMBÁ;EE INDÍGENA JOÃO QUIRINO DE CARVALHO - TOGHOPANÃA;A aquisição dos gêneros alimentícios utilizados na preparação da alimentação escolar é feita por Carta Convite;Não;Avaliadores externos;2018
CORUMBÁ;EE INDÍGENA JOÃO QUIRINO DE CARVALHO - TOGHOPANÃA;A aquisição dos gêneros alimentícios utilizados na preparação da alimentação escolar é feita por Carta Convite;Não;Diretores;2018
CORUMBÁ;EE INDÍGENA JOÃO QUIRINO DE CARVALHO - TOGHOPANÃA;A aquisição dos gêneros alimentícios utilizados na preparação da alimentação escolar é feita por Pregão;Não;Avaliadores externos;2018
CORUMBÁ;EE INDÍGENA JOÃO QUIRINO DE CARVALHO - TOGHOPANÃA;A aquisição dos gêneros alimentícios utilizados na preparação da alimentação escolar é feita por Pregão;Não;Diretores;2018
CORUMBÁ;EE INDÍGENA JOÃO QUIRINO DE CARVALHO - TOGHOPANÃA;A escola é atendida com o transporte escolar do Programa Nacional de Apoio ao Transporte Escolar-PNATE;Não;Avaliadores externos;2018
CORUMBÁ;EE INDÍGENA JOÃO QUIRINO DE CARVALHO - TOGHOPANÃA;A escola é atendida com o transporte escolar do Programa Nacional de Apoio ao Transporte Escolar-PNATE;Não;Diretores;2018
CORUMBÁ;EE INDÍGENA JOÃO QUIRINO DE CARVALHO - TOGHOPANÃA;A escola possui elevadores ou plataformas elevatórias;Não;Avaliadores externos;2018
CORUMBÁ;EE INDÍGENA JOÃO QUIRINO DE CARVALHO - TOGHOPANÃA;A escola possui elevadores ou plataformas elevatórias;Não;Diretores;2018
CORUMBÁ;EE INDÍGENA JOÃO QUIRINO DE CARVALHO - TOGHOPANÃA;A escola realiza Chamada Pública para aquisição de produtos alimentícios por meio da Agricultura Familiar;Sim;Avaliadores externos;2018
CORUMBÁ;EE INDÍGENA JOÃO QUIRINO DE CARVALHO - TOGHOPANÃA;A escola realiza Chamada Pública para aquisição de produtos alimentícios por meio da Agricultura Familiar;Sim;Diretores;2018
CORUMBÁ;EE INDÍGENA JOÃO QUIRINO DE CARVALHO - TOGHOPANÃA;APM;Sim;Avaliadores externos;2018
CORUMBÁ;EE INDÍGENA JOÃO QUIRINO DE CARVALHO - TOGHOPANÃA;APM;Sim;Diretores;2018
CORUMBÁ;EE INDÍGENA JOÃO QUIRINO DE CARVALHO - TOGHOPANÃA;As cópias dos Atos Oficiais que atestam o credenciamento da escola e a autorização de funcionamento das etapas oferecidas estão afixadas em local visível e acessível ao público;Sim;Avaliadores externos;2018
CORUMBÁ;EE INDÍGENA JOÃO QUIRINO DE CARVALHO - TOGHOPANÃA;As cópias dos Atos Oficiais que atestam o credenciamento da escola e a autorização de funcionamento das etapas oferecidas estão afixadas em local visível e acessível ao público;Sim;Diretores;2018
CORUMBÁ;EE INDÍGENA JOÃO QUIRINO DE CARVALHO - TOGHOPANÃA;As matrículas dos estudantes estão deferidas pela direção;Sim;Avaliadores externos;2018
CORUMBÁ;EE INDÍGENA JOÃO QUIRINO DE CARVALHO - TOGHOPANÃA;As matrículas dos estudantes estão deferidas pela direção;Sim;Diretores;2018
CORUMBÁ;EE INDÍGENA JOÃO QUIRINO DE CARVALHO - TOGHOPANÃA;Biblioteca;Sim;Avaliadores externos;2018
CORUMBÁ;EE INDÍGENA JOÃO QUIRINO DE CARVALHO - TOGHOPANÃA;Biblioteca;Sim;Diretores;2018
CORUMBÁ;EE INDÍGENA JOÃO QUIRINO DE CARVALHO - TOGHOPANÃA;Calendário Escolar;Sim;Avaliadores externos;2018
CORUMBÁ;EE INDÍGENA JOÃO QUIRINO DE CARVALHO - TOGHOPANÃA;Calendário Escolar;Sim;Diretores;2018
CORUMBÁ;EE INDÍGENA JOÃO QUIRINO DE CARVALHO - TOGHOPANÃA;Caso haja outras informações importantes descreva abaixo;A escola está situada próximo à Fronteira com a Bolívia e divisa com Mato Grosso, localizada na Ilha Ínsua, Aldeia Uberaba, único meio de transporte é via fluvial, 360km de distância da área urbana de Corumbá. Os professores retornam à cidade a cada 2 meses, ao fim de cada bimestre. A escola Possui alojamentos Masculino e Feminino para abrigar os professores. A água é fornecida pela SESAI ( Secretaria Especial de Saúde Indígena) e a energia é fornecida por gerador também da SESAI.\nA funcionária contratada para confeccionar a merenda escolar é a mesma responsável pela limpeza da escola;Diretores;2018
CORUMBÁ;EE INDÍGENA JOÃO QUIRINO DE CARVALHO - TOGHOPANÃA;Caso haja outras informações importantes descreva abaixo;Nada a declarar;Avaliadores externos;2018
CORUMBÁ;EE INDÍGENA JOÃO QUIRINO DE CARVALHO - TOGHOPANÃA;Colegiado Escolar ou Conselho Escolar;Não;Avaliadores externos;2018
CORUMBÁ;EE INDÍGENA JOÃO QUIRINO DE CARVALHO - TOGHOPANÃA;Colegiado Escolar ou Conselho Escolar;Não;Diretores;2018
CORUMBÁ;EE INDÍGENA JOÃO QUIRINO DE CARVALHO - TOGHOPANÃA;Documentação comprobatória da realização da Avaliação Institucional Interna;Não;Diretores;2018
CORUMBÁ;EE INDÍGENA JOÃO QUIRINO DE CARVALHO - TOGHOPANÃA;Documentação comprobatória da realização da Avaliação Institucional Interna;Sim;Avaliadores externos;2018
CORUMBÁ;EE INDÍGENA JOÃO QUIRINO DE CARVALHO - TOGHOPANÃA;Educação em Tempo Integral - Escola da Autoria - Ensino Fundamental;Não;Avaliadores externos;2018
CORUMBÁ;EE INDÍGENA JOÃO QUIRINO DE CARVALHO - TOGHOPANÃA;Educação em Tempo Integral - Escola da Autoria - Ensino Fundamental;Não;Diretores;2018
CORUMBÁ;EE INDÍGENA JOÃO QUIRINO DE CARVALHO - TOGHOPANÃA;Educação em Tempo Integral - Escola da Autoria - Ensino Médio;Não;Avaliadores externos;2018
CORUMBÁ;EE INDÍGENA JOÃO QUIRINO DE CARVALHO - TOGHOPANÃA;Educação em Tempo Integral - Escola da Autoria - Ensino Médio;Não;Diretores;2018
CORUMBÁ;EE INDÍGENA JOÃO QUIRINO DE CARVALHO - TOGHOPANÃA;Ensino Médio Inovador/ Integral Integrado;Não;Avaliadores externos;2018
CORUMBÁ;EE INDÍGENA JOÃO QUIRINO DE CARVALHO - TOGHOPANÃA;Ensino Médio Inovador/ Integral Integrado;Não;Diretores;2018
CORUMBÁ;EE INDÍGENA JOÃO QUIRINO DE CARVALHO - TOGHOPANÃA;Ensino Médio Inovador/Carga horária ampliada para 6º Tempo;Sim;Avaliadores externos;2018
CORUMBÁ;EE INDÍGENA JOÃO QUIRINO DE CARVALHO - TOGHOPANÃA;Ensino Médio Inovador/Carga horária ampliada para 6º Tempo;Sim;Diretores;2018
CORUMBÁ;EE INDÍGENA JOÃO QUIRINO DE CARVALHO - TOGHOPANÃA;Essa unidade escolar possui extensão;Não;Avaliadores externos;2018
CORUMBÁ;EE INDÍGENA JOÃO QUIRINO DE CARVALHO - TOGHOPANÃA;Essa unidade escolar possui extensão;Não;Diretores;2018
CORUMBÁ;EE INDÍGENA JOÃO QUIRINO DE CARVALHO - TOGHOPANÃA;Estudante Público da Educação Especial;Não;Avaliadores externos;2018
CORUMBÁ;EE INDÍGENA JOÃO QUIRINO DE CARVALHO - TOGHOPANÃA;Estudante Público da Educação Especial;Não;Diretores;2018
CORUMBÁ;EE INDÍGENA JOÃO QUIRINO DE CARVALHO - TOGHOPANÃA;Grêmio Estudantil;Não;Avaliadores externos;2018
CORUMBÁ;EE INDÍGENA JOÃO QUIRINO DE CARVALHO - TOGHOPANÃA;Grêmio Estudantil;Não;Diretores;2018
CORUMBÁ;EE INDÍGENA JOÃO QUIRINO DE CARVALHO - TOGHOPANÃA;Laboratório(s) Científico(s);Não;Avaliadores externos;2018
CORUMBÁ;EE INDÍGENA JOÃO QUIRINO DE CARVALHO - TOGHOPANÃA;Laboratório(s) Científico(s);Não;Diretores;2018
CORUMBÁ;EE INDÍGENA JOÃO QUIRINO DE CARVALHO - TOGHOPANÃA;Laboratório(s) para prática da Educação Profissional;Não;Avaliadores externos;2018
CORUMBÁ;EE INDÍGENA JOÃO QUIRINO DE CARVALHO - TOGHOPANÃA;Laboratório(s) para prática da Educação Profissional;Não;Diretores;2018
CORUMBÁ;EE INDÍGENA JOÃO QUIRINO DE CARVALHO - TOGHOPANÃA;Livro de incineração;Não;Avaliadores externos;2018
CORUMBÁ;EE INDÍGENA JOÃO QUIRINO DE CARVALHO - TOGHOPANÃA;Livro de incineração;Não;Diretores;2018
CORUMBÁ;EE INDÍGENA JOÃO QUIRINO DE CARVALHO - TOGHOPANÃA;Livro tombo;Não;Avaliadores externos;2018
CORUMBÁ;EE INDÍGENA JOÃO QUIRINO DE CARVALHO - TOGHOPANÃA;Livro tombo;Não;Diretores;2018
CORUMBÁ;EE INDÍGENA JOÃO QUIRINO DE CARVALHO - TOGHOPANÃA;Mais Educação/Ensino em Tempo Integral - EF;Não;Avaliadores externos;2018
CORUMBÁ;EE INDÍGENA JOÃO QUIRINO DE CARVALHO - TOGHOPANÃA;Mais Educação/Ensino em Tempo Integral - EF;Não;Diretores;2018
CORUMBÁ;EE INDÍGENA JOÃO QUIRINO DE CARVALHO - TOGHOPANÃA;Missão;;Avaliadores externos;2018
CORUMBÁ;EE INDÍGENA JOÃO QUIRINO DE CARVALHO - TOGHOPANÃA;Missão;A nossa escola tem a missão de educar, orientar e formar cidadãos responsáveis através de um ensino de excelência. Ensinar os nossos jovens para vencer qualquer desafio em suas vidas, propiciando um espaço acolhedor, dinâmico e respeitoso para todos que fazem parte da comunidade escolar, sem distinção de raça, cor, credo e etnia. A missão da escola é educar com amor e respeito ao próximo.;Diretores;2018
