Cidade;Escola;SegmentoRespondente;AnoDaAvaliacao;Questao;Resposta;QuantidadeDeRespostas
CAMPO GRANDE;EE 26 DE AGOSTO;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;trabalha na pedreira;1
CAMPO GRANDE;EE PROF. OTAVIANO GONÇALVES DA SILVEIRA JUNIOR;Professores;2018;Pós-Graduação;Especialização;28
CAMPO GRANDE;EE PROF. EMYGDIO CAMPOS WIDAL;Diretores;2018;Você se considera;Branco;1
TRÊS LAGOAS;EE JOSÉ FERREIRA;Avaliadores externos;2018;Formação;Ensino Superior;1
DOURADOS;EE JOAQUIM VAZ DE OLIVEIRA;Pais ou Responsáveis;2018;Tempo que disponibiliza por dia para estudar com o estudante pelo qual você é responsável;Não estuda com seu dependente;8
CAMPO GRANDE;EE WALDEMIR BARROS DA SILVA;Professores;2018;Idade;31 a 35 anos;9
ANASTÁCIO;EE ROBERTO SCAFF;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;balconista de farmácia;1
NAVIRAÍ;EE JURACY ALVES CARDOSO;Professores;2018;Pós-Graduação;Não possui;5
DOURADOS;EE RITA ANGELINA BARBOSA SILVEIRA;Professores;2018;Pós-Graduação;Mestrado;2
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;funcionario publico;2
AQUIDAUANA;EE CÂNDIDO MARIANO;Professores;2018;Exerce esta função;Há mais de 6 anos;24
CAMPO GRANDE;EE PROFª BRASILINA FERRAZ MANTERO;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;autonoma;1
CAMPO GRANDE;EE PROF. OTAVIANO GONÇALVES DA SILVEIRA JUNIOR;Funcionários Administrativos;2018;Sexo;Feminino;25
DOIS IRMÃOS DO BURITI;EE ESTEFANA CENTURION GAMBARRA;Secretários Escolares;2018;Você se considera;Pardo;1
TRÊS LAGOAS;EE JOÃO DANTAS FILGUEIRAS;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;peão;1
CAMPO GRANDE;EE DONA CONSUELO MÜLLER;Professores;2018;Informe o bacharelado;Letras;1
TRÊS LAGOAS;EE JOÃO DANTAS FILGUEIRAS;Professores;2018;Licenciatura;História;4
SÃO GABRIEL DO OESTE;EE SÃO GABRIEL;Professores;2018;Você é professor;Efetivo;18
TRÊS LAGOAS;EE PADRE JOÃO TOMES;Pais ou Responsáveis;2018;Idade;Menos de 25 anos;1
ITAQUIRAÍ;EE LEOPOLDO DALMOLIN;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;balconista;1
BATAGUASSU;EE PROFESSOR BRAZ SINIGÁGLIA;Professores;2018;Exerce esta função;De 1 a 3 anos;3
CAMPO GRANDE;EE GENERAL MALAN;Funcionários Administrativos;2018;Sexo;Masculino;1
NOVA ANDRADINA;EEPROFª NAIR PALÁCIO DE SOUZA;Pais ou Responsáveis;2018;Idade;Menos de 25 anos;4
ALCINÓPOLIS;EE PROFª ROMILDA COSTA CARNEIRO;Diretores;2018;Formação;Ensino Superior;1
CAMPO GRANDE;EE PROFª BRASILINA FERRAZ MANTERO;Funcionários Administrativos;2018;Informe qual função exerce nessa unidade escolar;Assistente de Atividades Educacionais;3
VICENTINA;EE PADRE JOSÉ DANIEL;Diretores;2018;Graduação;Licenciatura;1
DOURADOS;EE CASTRO ALVES;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;pedagoga;1
CAMPO GRANDE;EE MAESTRO FREDERICO LIEBERMANN;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;vendedora;8
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Coordenadores Técnicos;2018;Trabalha nesta escola;De 1 a 3 anos;1
CAMPO GRANDE;EE PROFª. FLAVINA MARIA DA SILVA;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;Manicure;1
CAMPO GRANDE;EE PROF. EMYGDIO CAMPOS WIDAL;Diretores Adjuntos;2018;Graduação;Licenciatura;1
BONITO;EE BONIFÁCIO CAMARGO GOMES;Professores;2018;Trabalha nesta escola;Há mais de 6 anos;18
CAARAPÓ;EE PROF. JOAQUIM ALFREDO SOARES VIANNA;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;Professora;2
MIRANDA;EE CAETANO PINTO;Professores;2018;Licenciatura;Artes;2
CORUMBÁ;EE OCTACÍLIO FAUSTINO DA SILVA;Pais ou Responsáveis;2018;Grau de parentesco com o estudante pelo qual você é responsável;Sobrinho(a);19
MIRANDA;EE INDÍGENA CACIQUE TIMÓTEO;Professores;2018;Pós-Graduação;Não possui;4
CAMPO GRANDE;EE MARIA CONSTANÇA BARROS MACHADO;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;ASSISTENTE SOCIAL;1
CORUMBÁ;EE ROTARY CLUB;Pais ou Responsáveis;2018;Tempo que o estudante pelo qual você é responsável  estuda nesta escola;De 4 a 6 anos;27
TRÊS LAGOAS;EE JOSÉ FERREIRA;Professores;2018;Pós-Graduação;Especialização;7
DOURADOS;EE ROTARY DR. NELSON DE ARAÚJO;Professores;2018;Trabalha nesta escola;De 4 a 6 anos;3
CAMPO GRANDE;EE PROFª JOELINA DE ALMEIDA XAVIER;Estudantes;2018;Você se considera;Pardo;44
CAMPO GRANDE;EE LINO VILLACHA;Diretores Adjuntos;2018;Pós-Graduação;Mestrado;1
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Professores;2018;Pós-Graduação;Especialização;24
DOURADOS;EE RITA ANGELINA BARBOSA SILVEIRA;Estudantes;2018;Possui livros para pesquisa e leitura na sua casa;Sim;64
NOVA ALVORADA DO SUL;EE ANTONIO COELHO;Estudantes;2018;Idade;16 a 20 anos;83
CAARAPÓ;EE PROF. JOAQUIM ALFREDO SOARES VIANNA;Avaliadores externos;2018;Graduação;Licenciatura;1
TRÊS LAGOAS;EE JOÃO PONCE DE ARRUDA;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;cozinheira;2
CAMPO GRANDE;EE LUISA VIDAL BORGES DANIEL;Funcionários Administrativos;2018;Exerce esta função;De 4 a 6 anos;2
RIO VERDE DE MATO GROSSO;EE THOMAZ BARBOSA RANGEL;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;domestica;4
AQUIDAUANA;EE CÂNDIDO MARIANO;Pais ou Responsáveis;2018;Grau de parentesco com o estudante pelo qual você é responsável;Irmã(o);2
NOVA ANDRADINA;EEPROFª NAIR PALÁCIO DE SOUZA;Funcionários Administrativos;2018;Informe qual função exerce nessa unidade escolar;Agente de merenda;3
TRÊS LAGOAS;EE JOSÉ FERREIRA;Estudantes;2018;Possui computador em casa;Não;18
DOURADOS;EE PASTOR DANIEL BERG;Pais ou Responsáveis;2018;Formação;Ensino Médio (Incompleto);12
NAVIRAÍ;EE VINÍCIUS DE MORAES;Pais ou Responsáveis;2018;Grau de parentesco com o estudante pelo qual você é responsável;Irmã(o);1
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Pais ou Responsáveis;2018;Tempo que disponibiliza por dia para estudar com o estudante pelo qual você é responsável;De 3 a 4 horas;3
CAMPO GRANDE;EE PROFª JOELINA DE ALMEIDA XAVIER;Pais ou Responsáveis;2018;Idade;31 a 35 anos;4
ANAURILÂNDIA;EE MARIA JOSÉ;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;agente administrativo;3
CAMPO GRANDE;EE PÓLO PROFª. REGINA LÚCIA ANFFE NUNES BETINE;Diretores Adjuntos;2018;Licenciatura;Pedagogia;1
DOURADOS;EE VILMAR VIEIRA MATOS;Pais ou Responsáveis;2018;Idade;36 a 40 anos;39
IGUATEMI;EE PAULO FREIRE;Professores;2018;Trabalha nesta escola;De 1 a 3 anos;10
CAMPO GRANDE;CEI JOSÉ EDUARDO MARTINS JALLAD - ZEDU;Avaliadores externos;2018;Exerce esta função;Há mais de 6 anos;1
INOCÊNCIA;EE  PROF. JOÃO PEREIRA VALIM;Pais ou Responsáveis;2018;Idade;Mais de 50 anos;9
NOVA ANDRADINA;EE PROFESSORA FÁTIMA GAIOTTO SAMPAIO;Funcionários Administrativos;2018;Você se considera;Branco;4
DOURADOS;EE ANTÔNIA DA SILVEIRA CAPILÉ;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;mecanico;1
SÃO GABRIEL DO OESTE;EE SÃO GABRIEL;Pais ou Responsáveis;2018;Grau de parentesco com o estudante pelo qual você é responsável;Irmã(o);1
TERENOS;EE ANTÔNIO NOGUEIRA DA FONSECA;Pais ou Responsáveis;2018;Idade;36 a 40 anos;9
DOURADOS;EE VILMAR VIEIRA MATOS;Professores;2018;Idade;46 a 50 anos;9
ANASTÁCIO;EE CARLOS DRUMMOND DE ANDRADE;Diretores;2018;Exerce esta função;De 1 a 3 anos;1
CAMPO GRANDE;CEEJA - PROFª IGNÊS DE LAMÔNICA GUIMARÃES - MS;Funcionários Administrativos;2018;Informe qual função exerce nessa unidade escolar;Agente de inspeção de estudantes;1
CAMPO GRANDE;EE JOAQUIM MURTINHO;Estudantes;2018;Você se considera;Pardo;258
TRÊS LAGOAS;EE JOSÉ FERREIRA;Funcionários Administrativos;2018;Sexo;Feminino;13
APARECIDA DO TABOADO;EE ERNESTO RODRIGUES;Pais ou Responsáveis;2018;Sexo;Masculino;93
AQUIDAUANA;EE CEL. JOSÉ ALVES RIBEIRO;Pais ou Responsáveis;2018;Tempo que o estudante pelo qual você é responsável  estuda nesta escola;De 4 a 6 anos;33
NIOAQUE;EE UIRAPURU;Professores;2018;Formação;Ensino Superior;10
CAMPO GRANDE;EE NICOLAU FRAGELLI;Coordenadores Pedagógicos;2018;Formação;Ensino Superior;3
ANASTÁCIO;EE MARIA CORRÊA DIAS;Professores;2018;Exerce esta função;Há menos de um ano;5
IGUATEMI;EE 8 DE MAIO;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;coordenadora;1
CAMPO GRANDE;EE PROF. HENRIQUE CIRYLLO CORREA;Avaliadores externos;2018;Sexo;Feminino;1
CAMPO GRANDE;EE NICOLAU FRAGELLI;Avaliadores externos;2018;Exerce esta função;Há mais de 6 anos;1
NOVA ANDRADINA;EEPROFª NAIR PALÁCIO DE SOUZA;Avaliadores externos;2018;Pós-Graduação;Especialização;1
CAMPO GRANDE;CEI JOSÉ EDUARDO MARTINS JALLAD - ZEDU;Professores;2018;Trabalha nesta escola;De 4 a 6 anos;11
TRÊS LAGOAS;EE FERNANDO CORRÊA;Professores;2018;Idade;31 a 35 anos;15
ANGÉLICA;EE SENADOR FILINTO MULLER;Estudantes;2018;Você se considera;Pardo;84
ITAPORÃ;EE RODRIGUES ALVES;Professores;2018;Você se considera;Preto;2
ANASTÁCIO;EE ROBERTO SCAFF;Pais ou Responsáveis;2018;Tempo que disponibiliza por dia para estudar com o estudante pelo qual você é responsável;De 3 a 4 horas;2
CORUMBÁ;EE ROTARY CLUB;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;agente de limpeza;1
DOIS IRMÃOS DO BURITI;EE ESTEFANA CENTURION GAMBARRA;Pais ou Responsáveis;2018;Formação;Ensino Superior (Incompleto);8
CAMPO GRANDE;EE JOSÉ MARIA HUGO RODRIGUES;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;Assistente Administrativo;1
CAMPO GRANDE;EE VESPASIANO MARTINS;Estudantes;2018;Idade;16 a 20 anos;106
CORUMBÁ;EE ROTARY CLUB;Professores;2018;Idade;36 a 40 anos;6
CAMPO GRANDE;EE LUISA VIDAL BORGES DANIEL;Pais ou Responsáveis;2018;Você se considera;Preto;5
ANGÉLICA;EE SENADOR FILINTO MULLER;Coordenadores Pedagógicos;2018;Graduação;Licenciatura;3
IVINHEMA;EE SENADOR FILINTO MULLER;Estudantes;2018;Estuda nesta escola;Há mais de 8 anos;44
NOVA ANDRADINA;EEPROFª NAIR PALÁCIO DE SOUZA;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;vendedor;1
NAVIRAÍ;EE EURICO GASPAR DUTRA;Professores;2018;Sexo;Masculino;6
VICENTINA;EE PADRE JOSÉ DANIEL;Professores;2018;Pós-Graduação;Mestrado (Incompleto);2
RIO BRILHANTE;EE PROFESSORA LIGIA TEREZINHA MARTINS;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;merendeira;1
DOURADOS;EE VILMAR VIEIRA MATOS;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;Monitora;1
CAMPO GRANDE;EE PADRE FRANCO DELPIANO;Coordenadores Pedagógicos;2018;Pós-Graduação;Especialização;1
CAMPO GRANDE;EE PROFª ALICE NUNES ZAMPIERE;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;encarregado;1
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Diretores Adjuntos;2018;Licenciatura;Pedagogia;1
CAMPO GRANDE;EE PROF. OTAVIANO GONÇALVES DA SILVEIRA JUNIOR;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;agente de saúde;1
CAMPO GRANDE;EE RIACHUELO;Estudantes;2018;Ano escolar;9º ano do Ensino Fundamental;2
AQUIDAUANA;EE INDÍGENA DE EM PASCOAL LEITE DIAS;Professores;2018;Licenciatura;Matemática;1
CAMPO GRANDE;EE 26 DE AGOSTO;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;Diarista;2
CAMPO GRANDE;EE RUI BARBOSA;Secretários Escolares;2018;Sexo;Feminino;1
DOURADOS;EE MARIA DA GLÓRIA MUZZI FERREIRA;Funcionários Administrativos;2018;Informe qual função exerce nessa unidade escolar;Agente de merenda;4
GLÓRIA DE DOURADOS;EE HILDA BERGO DUARTE;Funcionários Administrativos;2018;Trabalha nesta escola;De 4 a 6 anos;2
AQUIDAUANA;EE GERALDO AFONSO GARCIA FERREIRA;Pais ou Responsáveis;2018;Idade;25 a 30 anos;2
DOURADOS;EE ROTARY DR. NELSON DE ARAÚJO;Avaliadores externos;2018;Pós-Graduação;Mestrado;1
RIO BRILHANTE;EE PROFESSORA LIGIA TEREZINHA MARTINS;Funcionários Administrativos;2018;Idade;31 a 35 anos;2
SÃO GABRIEL DO OESTE;EE SÃO GABRIEL;Pais ou Responsáveis;2018;Exerce alguma atividade remunerada;Sim;100
DOURADOS;EE MENODORA FIALHO DE FIGUEIREDO;Secretários Escolares;2018;Você se considera;Branco;1
IVINHEMA;EE REYNALDO MASSI;Pais ou Responsáveis;2018;Grau de parentesco com o estudante pelo qual você é responsável;Irmã(o);3
TRÊS LAGOAS;EE PROFESSOR JOÃO MAGIANO PINTO;Funcionários Administrativos;2018;Exerce esta função;De 1 a 3 anos;3
DOURADOS;EE MIN. JOÃO PAULO DOS REIS VELOSO;Pais ou Responsáveis;2018;Formação;Ensino Superior (Incompleto);14
MIRANDA;ESCOLA ESTADUAL INDIGENA CACIQUE VICENTE DE ALMEIDA;Pais ou Responsáveis;2018;Idade;Mais de 50 anos;2
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Estudantes;2018;Idade;16 a 20 anos;125
MIRANDA;EE INDÍGENA PROFESSOR ATANÁSIO ALVES;Coordenadores Pedagógicos;2018;Graduação;Licenciatura;1
GLÓRIA DE DOURADOS;EE HILDA BERGO DUARTE;Funcionários Administrativos;2018;Você se considera;Pardo;7
AQUIDAUANA;EE INDÍGENA DE EM PASTOR REGINALDO MIGUEL - HOYENÓ O;Coordenadores Pedagógicos;2018;Idade;36 a 40 anos;1
DOURADOS;EE ANTÔNIA DA SILVEIRA CAPILÉ;Estudantes;2018;Sexo;Feminino;52
APARECIDA DO TABOADO;EE FREI VITAL DE GARIBALDI;Funcionários Administrativos;2018;Exerce esta função;De 4 a 6 anos;2
CAMPO GRANDE;EE JOSÉ MARIA HUGO RODRIGUES;Professores;2018;Pós-Graduação;Doutorado;2
CAMPO GRANDE;EE JOSÉ MARIA HUGO RODRIGUES;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;entregador de ferragem;1
CAMPO GRANDE;EE LUISA VIDAL BORGES DANIEL;Pais ou Responsáveis;2018;Formação;Especialização;3
CAMPO GRANDE;EE PROFª JOELINA DE ALMEIDA XAVIER;Estudantes;2018;Ano escolar;EJA - Ensino Médio;30
CAMPO GRANDE;EE GENERAL MALAN;Funcionários Administrativos;2018;Você se considera;Pardo;6
CORUMBÁ;EE DR. JOÃO LEITE DE BARROS;Pais ou Responsáveis;2018;Tempo que disponibiliza por dia para estudar com o estudante pelo qual você é responsável;De 3 a 4 horas;4
ANASTÁCIO;EE DEP. CARLOS SOUZA MEDEIROS;Professores;2018;Você se considera;Amarelo;1
PARANAÍBA;EE ARACILDA CÍCERO CORRÊA DA COSTA;Professores;2018;Licenciatura;Educação Física;2
ANASTÁCIO;EE ROBERTO SCAFF;Funcionários Administrativos;2018;Você se considera;Branco;7
CAMPO GRANDE;EE 26 DE AGOSTO;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;tatuador;1
CAMPO GRANDE;EE ZAMENHOF;Pais ou Responsáveis;2018;Idade;25 a 30 anos;8
CAMPO GRANDE;EE WALDEMIR BARROS DA SILVA;Secretários Escolares;2018;Você se considera;Branco;1
DOURADOS;EE PROF. CELSO MULLER DO AMARAL;Estudantes;2018;Possui computador em casa;Não;67
CAMPO GRANDE;EE LINO VILLACHA;Pais ou Responsáveis;2018;Formação;Magistério;7
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Estudantes;2018;Estuda nesta escola;Há menos de um ano;123
AQUIDAUANA;EE INDÍGENA DE EM PASTOR REGINALDO MIGUEL - HOYENÓ O;Pais ou Responsáveis;2018;Grau de parentesco com o estudante pelo qual você é responsável;Filho(a);10
CAMPO GRANDE;EE NICOLAU FRAGELLI;Funcionários Administrativos;2018;Idade;Mais de 50 anos;5
RIO BRILHANTE;EE PROFESSORA LIGIA TEREZINHA MARTINS;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;Cuidadora na escola;1
NOVA ANDRADINA;EE PROFESSORA FÁTIMA GAIOTTO SAMPAIO;Pais ou Responsáveis;2018;Formação;Ensino Superior;11
AQUIDAUANA;EE CEL. JOSÉ ALVES RIBEIRO;Coordenadores Técnicos;2018;Trabalha nesta escola;Há menos de um ano;2
CAMPO GRANDE;EE JOSÉ ANTONIO PEREIRA;Professores;2018;Exerce esta função;De 1 a 3 anos;10
CAMPO GRANDE;EE LINO VILLACHA;Diretores Adjuntos;2018;Você se considera;Preto;1
CAMPO GRANDE;EE PADRE JOÃO GREINER;Professores;2018;Trabalha nesta escola;De 4 a 6 anos;5
DOURADOS;EE CASTRO ALVES;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;Secretaria Escolar;1
DOURADOS;EE PROF. CELSO MULLER DO AMARAL;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;Caixa/Atendente;1
CASSILÂNDIA;EE HERMELINA BARBOSA LEAL;Funcionários Administrativos;2018;Informe qual função exerce nessa unidade escolar;Assistente de Atividades Educacionais;4
TRÊS LAGOAS;EE JOSÉ FERREIRA;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;tecnico em segurança;1
PONTA PORÃ;EE MENDES GONÇALVES;Funcionários Administrativos;2018;Idade;Mais de 50 anos;1
PARANAÍBA;EE ARACILDA CÍCERO CORRÊA DA COSTA;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;Administrador;1
DOURADOS;EE VILMAR VIEIRA MATOS;Estudantes;2018;Escolheu este curso da Educação Profissional;Para inserção no mercado de trabalho;1
CORUMBÁ;EE INDÍGENA JOÃO QUIRINO DE CARVALHO - TOGHOPANÃA;Diretores;2018;Exerce esta função;De 1 a 3 anos;1
MARACAJU;EE CORONEL LIMA DE FIGUEIREDO;Estudantes;2018;Sexo;Feminino;143
GLÓRIA DE DOURADOS;EE PROFESSORA EUFROSINA PINTO;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;CONSELHEIRA TUTELAR;1
IVINHEMA;EE SENADOR FILINTO MULLER;Professores;2018;Pós-Graduação;Mestrado;2
TRÊS LAGOAS;EE JOÃO PONCE DE ARRUDA;Avaliadores externos;2018;Você se considera;Pardo;1
CAMPO GRANDE;EE VESPASIANO MARTINS;Professores;2018;Pós-Graduação;Especialização (Incompleto);5
DOURADOS;EE PROF. CELSO MULLER DO AMARAL;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;Frentista;1
CORUMBÁ;EE OCTACÍLIO FAUSTINO DA SILVA;Estudantes;2018;Sexo;Feminino;153
RIO BRILHANTE;EE FERNANDO CORRÊA DA COSTA;Avaliadores externos;2018;Informe sua regional;CRE-05 - Dourados;1
CAMPO GRANDE;EE ANTÔNIO DELFINO PEREIRA;Pais ou Responsáveis;2018;Tempo que disponibiliza por dia para estudar com o estudante pelo qual você é responsável;Não estuda com seu dependente;12
IVINHEMA;EE ANGELINA JAIME TEBET;Pais ou Responsáveis;2018;Tempo que disponibiliza por dia para estudar com o estudante pelo qual você é responsável;De 3 a 4 horas;14
PARANAÍBA;EE ARACILDA CÍCERO CORRÊA DA COSTA;Professores;2018;Licenciatura;Sociologia;2
CAARAPÓ;EE TENENTE AVIADOR ANTÔNIO JOÃO;Funcionários Administrativos;2018;Exerce esta função;De 4 a 6 anos;2
TRÊS LAGOAS;EE JOÃO DANTAS FILGUEIRAS;Pais ou Responsáveis;2018;Tempo que disponibiliza por dia para estudar com o estudante pelo qual você é responsável;De 1 a 2 horas;59
TRÊS LAGOAS;EE EDWARDS CORRÊA E SOUZA;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;Bancaria;1
ITAPORÃ;EE ANTÔNIO JOÃO RIBEIRO;Coordenadores Pedagógicos;2018;Sexo;Feminino;2
AQUIDAUANA;EE CEL. JOSÉ ALVES RIBEIRO;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;ax administretiva;1
LADÁRIO;EE 2 DE SETEMBRO;Estudantes;2018;Ano escolar;9º ano do Ensino Fundamental;48
DOURADOS;EE INDÍGENA DE EM INT. GUATEKA - MARÇAL DE SOUZA;Professores;2018;Trabalha nesta escola;Há mais de 6 anos;4
CAMPO GRANDE;EE PROFª. ÉLIA FRANÇA CARDOSO;Professores;2018;Licenciatura;Matemática;3
CAMPO GRANDE;EE LUISA VIDAL BORGES DANIEL;Diretores;2018;Graduação;Licenciatura;1
COSTA RICA;EE JOSÉ FERREIRA DA COSTA;Estudantes;2018;Ano escolar;EJA - Ensino Médio;14
APARECIDA DO TABOADO;EE ERNESTO RODRIGUES;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;assistente administrativa;1
DOURADOS;EE PROF. ALICIO ARAUJO;Pais ou Responsáveis;2018;Formação;Especialização (Incompleto);2
IVINHEMA;EE REYNALDO MASSI;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;secretaria da limpeza;1
NOVA ANDRADINA;EEPROFª NAIR PALÁCIO DE SOUZA;Professores;2018;Informe o bacharelado;Lertas;1
ITAPORÃ;EE RODRIGUES ALVES;Professores;2018;Licenciatura;Artes;3
CAMPO GRANDE;EE PROFª HILDA DE SOUZA FERREIRA;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;militar;3
PARANAÍBA;EE JOSÉ GARCIA LEAL;Funcionários Administrativos;2018;Trabalha nesta escola;Há mais de 6 anos;16
APARECIDA DO TABOADO;EE GEORGINA DE OLIVEIRA ROCHA;Pais ou Responsáveis;2018;Tempo que o estudante pelo qual você é responsável  estuda nesta escola;De 1 a 2 anos;33
TRÊS LAGOAS;EE FERNANDO CORRÊA;Pais ou Responsáveis;2018;Tempo que disponibiliza por dia para estudar com o estudante pelo qual você é responsável;De 3 a 4 horas;4
DOURADOS;EE ANTÔNIA DA SILVEIRA CAPILÉ;Estudantes;2018;Estuda nesta escola;De 4 a 6 anos;4
APARECIDA DO TABOADO;EE ERNESTO RODRIGUES;Pais ou Responsáveis;2018;Sexo;Feminino;132
CAMPO GRANDE;EE PROFª. CLARINDA MENDES DE AQUINO;Diretores;2018;Formação;Ensino Superior;1
CAMPO GRANDE;EE PADRE JOÃO GREINER;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;Servidor Público Estadual;1
DOURADOS;EE PROF. JOSÉ PEREIRA LINS;Professores;2018;Você leciona em;Uma escola;27
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Professores;2018;Formação;Ensino Médio;3
CAARAPÓ;EE PROF. JOAQUIM ALFREDO SOARES VIANNA;Diretores Adjuntos;2018;Sexo;Masculino;1
IVINHEMA;EE REYNALDO MASSI;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;estudante;2
CAMPO GRANDE;EE PROFª. FLAVINA MARIA DA SILVA;Avaliadores externos;2018;Você se considera;Pardo;1
IVINHEMA;EE REYNALDO MASSI;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;trabalho domestico;1
DOURADOS;EE PRES. TANCREDO NEVES;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;Mecânico;1
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;militar;4
TRÊS LAGOAS;EE PADRE JOÃO TOMES;Avaliadores externos;2018;Formação;Ensino Superior;1
CAMPO GRANDE;EE ELVIRA MATHIAS DE OLIVEIRA;Professores;2018;Pós-Graduação;Não possui;10
PONTA PORÃ;EE DR MIGUEL MARCONDES ARMANDO;Coordenadores Pedagógicos;2018;Exerce esta função;Há mais de 6 anos;5
IVINHEMA;EE SENADOR FILINTO MULLER;Estudantes;2018;Ano escolar;8º ano do Ensino Fundamental;24
DOURADOS;EE PROFª FLORIANA LOPES;Coordenadores Técnicos;2018;Você se considera;Branco;1
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Professores;2018;Exerce esta função;Há menos de um ano;1
DOURADOS;EE CASTRO ALVES;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;Auxiliar de RH;1
DOURADOS;EE MIN. JOÃO PAULO DOS REIS VELOSO;Estudantes;2018;Ano escolar;8º ano do Ensino Fundamental;44
NIOAQUE;EE UIRAPURU;Professores;2018;Idade;31 a 35 anos;4
NAVIRAÍ;EE VINÍCIUS DE MORAES;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;Técnica em enfermagem;1
LADÁRIO;EE 2 DE SETEMBRO;Funcionários Administrativos;2018;Exerce esta função;De 4 a 6 anos;3
RIO BRILHANTE;EE PROFESSORA LIGIA TEREZINHA MARTINS;Avaliadores externos;2018;Licenciatura;Ciências Biológicas;1
